time,BTC,ETH,ADA,DOGE,LTC,BCH
1523059200,22.806672356816506,103.16871193248737,11.000920250692522,2.9782290538837852,27.473335850440805,57.78658282486196
1523145600,23.178735359220433,74.51905164387861,11.463036379912227,2.4164131974331973,31.55169805528371,60.52755801609917
1523232000,14.031364909265232,43.983075399017295,10.220741348049648,2.553880705142354,23.72834065901873,67.75728831788156
1523318400,18.012131918038335,70.39482768139027,10.902789987951003,1.9711695691417106,28.7168513621105,57.05218193000941
1523404800,16.829087300116758,56.11613063518306,10.273244522725312,1.7382936610953614,18.451627274161357,54.50902399411333
1523491200,7.944649193211441,39.152477667371784,6.596423449220316,1.8752207794828417,8.296145823636268,51.80188823574338
1523577600,13.609867468251938,39.31412122684594,3.3826184465239684,1.8415648438034988,11.542058563306323,40.16931260894595
1523664000,24.495963457673735,92.68052375707187,4.011880890586273,1.2614159259795452,15.818580699382606,99.04797982747831
1523750400,22.607525710098596,76.51621275988288,3.541059538418432,1.0874920292621426,12.40956787129793,95.14826602416326
1523836800,12.469482749050849,62.893690072378455,2.45895122483557,0.7358555528817821,13.648093023342119,38.812414814220915
1523923200,14.268221415903213,59.94971915001556,1.9128921666094234,0.8997080380324612,12.092605166013765,59.48483678129186
1524009600,15.22427091882898,50.00211616157277,5.773303235762531,0.961281859819455,18.68315530914395,40.52311488381848
1524096000,12.892158361813774,49.61118763858377,3.313375166880477,1.1275434640301503,13.126272591257955,26.884898519717357
1524182400,11.13936341758426,39.62045208898384,7.829129437126688,1.2101589634749494,17.59390264950182,21.35488097853199
1524268800,18.56423609084956,53.25807551051842,13.64363542883053,1.007856099357494,18.139855103481246,53.50224730343786
1524355200,21.773278430423602,70.82445564876437,13.974239208635575,1.020212317165769,18.245626835823188,52.97410839265466
1524441600,15.490390764292961,24.548407586723087,10.895292388573544,1.1498648526258066,12.065684915622105,13.868971515192845
1524528000,9.594538870943275,31.19018482132857,9.809514020093406,0.9007159362027454,10.469151600483817,17.026808085406277
1524614400,8.60456292534751,35.34915795885544,11.837974677531411,1.302637675775123,9.834028912352448,30.704983753813018
1524700800,15.933465892184358,43.943993306171826,8.332062085662463,1.5394686252654413,16.71086261269095,36.73796172495375
1524787200,11.071537177656332,42.34077447819299,15.872274881026904,1.494641556830243,14.616295044805092,25.53621190444584
1524873600,9.269174856568032,51.222735395448765,7.669165110667476,1.466179774010909,19.591789464903794,24.59797645078656
1524960000,10.52505304521125,54.111400171085215,6.16743845106757,1.4064029861617715,14.129620469040706,28.964880645794423
1525046400,13.972545624441404,45.70059004460992,4.226024191743619,1.2651278592189463,15.521074439028311,30.537158595817047
1525132800,16.59146114584419,47.83000165439849,7.859221168548693,2.47451650055738,14.39852940512396,33.15025221653252
1525219200,15.795212689327075,34.73599981288003,10.570896006477405,2.3084691559540262,17.190165348401937,35.12907399130731
1525305600,12.558371162871467,32.53142318690988,11.236937511720498,0.617478049869866,12.311900458489754,21.31491567019152
1525392000,12.711921168050033,35.32343139076912,13.890713897772628,0.8350703174886321,16.177159434516422,30.953427437590097
1525478400,16.036853004155212,51.978280347356495,7.2988146194468,1.3318106726715262,13.11727019813513,30.278083957867896
1525564800,15.54856130083186,59.62513596176151,9.803042286732376,1.7605422666071358,10.456446061007117,26.190672338642763
1525651200,12.366406533582367,24.435571038875494,3.694304841797026,1.6405825931277112,15.374779063054865,22.592186532130714
1525737600,16.125636101601412,42.163975406704765,4.597298135043572,1.0328200617202206,17.22285408000715,23.32197126139286
1525824000,16.029399662933077,37.20972373733824,9.242113874774615,1.4995583573204545,15.863358835604096,30.96706975581035
1525910400,14.129076832849453,42.07696973050062,18.309949419790257,2.1113818592809626,18.295639994666352,29.761795434590226
1525996800,13.01470431119957,41.66939385074338,15.88475755226599,2.5142482251401654,14.843932820899468,25.004365027238386
1526083200,16.968615299071036,56.869850978426065,6.575590810042936,1.8947990846696243,34.27204914953626,45.00700440656994
1526169600,20.4685466994645,74.53296049003183,10.224564078887854,1.9838723847053543,25.21084131081235,43.60675019563892
1526256000,13.360355505147401,36.36749652507472,8.505444533963699,1.7484644126698103,17.455215823195136,25.193953770116025
1526342400,15.966270915368616,46.343048640794194,12.160841382145009,1.4329343109155022,11.579267241634128,22.713745923133267
1526428800,14.784101424280372,53.76898592771183,20.81531659571914,2.70779443300984,12.414060570811838,31.47062893382493
1526515200,16.204742020365472,50.30005689524044,18.916229369773333,3.1264954175370803,17.476774267134736,38.666683097279
1526601600,15.174117988853842,54.237695653707,26.533519204468792,1.8948853106735295,17.731295399855952,31.90010244078441
1526688000,22.68668933417568,76.65861725093798,42.45710954589278,1.9849135333082097,21.719538051063044,60.39025658368937
1526774400,23.257226874592284,72.47598942175247,22.64505393655819,0.8388997729723245,25.917160375285537,46.25645459235141
1526860800,20.37764996395772,54.9995194316648,23.71311477423762,1.6181620514135684,14.500095850288053,40.48399359877513
1526947200,18.411632134812862,38.54823224107401,29.490123034595527,3.2711651745957773,21.678013958320484,42.575503535901156
1527033600,15.808408210892711,33.91088127207761,17.36623221828796,1.0289101012278554,20.31874335384773,19.09270627402258
1527120000,14.258192987891489,34.245382248327594,18.252013994592375,2.010541517296406,33.15231173538626,33.64040939848007
